Product Type,Net Quantity,Gross Sales,Discounts,Returns,Total Net Sales
Jewelry,3,102.0,-10.21,0.0,91.79
Basket,2,96.0,-4.79,0.0,91.21
Art & Sculpture,2,96.0,-4.8,0.0,91.2
Basket,2,96.0,-4.8,0.0,91.2
Jewelry,4,96.0,-4.81,0.0,91.19
Skin Care,5,92.5,-1.85,0.0,90.65
Kitchen,8,100.0,-9.6,0.0,90.4
Christmas,5,90.0,0.0,0.0,90.0
Art & Sculpture,2,90.0,0.0,0.0,90.0
Furniture,2,90.0,0.0,0.0,90.0
Art & Sculpture,2,132.0,-4.88,-37.12,90.0
Art & Sculpture,2,90.0,0.0,0.0,90.0
Soapstone,5,90.0,0.0,0.0,90.0
Art & Sculpture,2,90.0,0.0,0.0,90.0
Fair Trade Gifts,3,90.0,0.0,0.0,90.0
Basket,1,90.0,0.0,0.0,90.0
Kids,5,90.0,0.0,0.0,90.0
Kitchen,5,90.0,0.0,0.0,90.0
Art & Sculpture,2,90.0,0.0,0.0,90.0
Basket,3,90.0,0.0,0.0,90.0
Recycled Art,3,96.0,-6.4,0.0,89.6
Art & Sculpture,1,112.0,-22.4,0.0,89.6
Basket,3,96.0,-6.4,0.0,89.6
Art & Sculpture,1,99.0,-9.9,0.0,89.1
Art & Sculpture,5,90.0,-1.8,0.0,88.2
Accessories,1,98.0,-9.8,0.0,88.2
Art & Sculpture,1,98.0,-9.8,0.0,88.2
Kitchen,5,90.0,-1.8,0.0,88.2
Art & Sculpture,2,132.0,0.0,-44.0,88.0
Art & Sculpture,1,88.0,0.0,0.0,88.0
Basket,2,88.0,0.0,0.0,88.0
Basket,1,88.0,0.0,0.0,88.0
Home Decor,1,88.0,0.0,0.0,88.0
Accessories,1,88.0,0.0,0.0,88.0
Home Decor,1,88.0,0.0,0.0,88.0
Kitchen,1,88.0,0.0,0.0,88.0
Basket,2,88.0,0.0,0.0,88.0
Textiles,2,88.0,0.0,0.0,88.0
Basket,1,88.0,0.0,0.0,88.0
Jewelry,4,88.0,0.0,0.0,88.0
Kitchen,8,108.0,-9.6,-10.8,87.6
Art & Sculpture,2,90.0,-2.5,0.0,87.5
Basket,2,92.0,-4.6,0.0,87.4
Furniture,2,92.0,-4.8,0.0,87.2
Soapstone,2,87.0,0.0,0.0,87.0
Art & Sculpture,4,91.0,-4.7,0.0,86.3
Christmas,2,96.0,-9.8,0.0,86.2
Kitchen,2,86.0,0.0,0.0,86.0
Basket,2,86.0,0.0,0.0,86.0
Christmas,4,88.0,-2.19,0.0,85.81
Art & Sculpture,2,90.0,-4.5,0.0,85.5
Basket,1,95.0,-9.5,0.0,85.5
Jewelry,3,102.0,-16.99,0.0,85.01
Home Decor,1,85.0,0.0,0.0,85.0
Home Decor,1,85.0,0.0,0.0,85.0
Jewelry,3,84.0,0.0,0.0,84.0
Home Decor,3,84.0,0.0,0.0,84.0
Jewelry,6,84.0,0.0,0.0,84.0
Basket,2,84.0,0.0,0.0,84.0
Basket,2,84.0,0.0,0.0,84.0
Home Decor,2,84.0,0.0,0.0,84.0
Home Decor,3,84.0,0.0,0.0,84.0
Kitchen,3,84.0,0.0,0.0,84.0
Basket,3,84.0,0.0,0.0,84.0
Textiles,3,84.0,0.0,0.0,84.0
Art & Sculpture,3,84.0,0.0,0.0,84.0
Christmas,3,84.0,0.0,0.0,84.0
Jewelry,6,84.0,0.0,0.0,84.0
Basket,2,88.0,-4.4,0.0,83.6
Kitchen,2,88.0,-4.4,0.0,83.6
Jewelry,2,88.0,-4.4,0.0,83.6
Textiles,4,88.0,-4.4,0.0,83.6
Kitchen,2,88.0,-4.4,0.0,83.6
Basket,2,88.0,-4.4,0.0,83.6
Kitchen,8,87.0,-4.19,0.0,82.81
Home Decor,1,82.0,0.0,0.0,82.0
Home Decor,1,82.0,0.0,0.0,82.0
Kids,2,96.0,-14.4,0.0,81.6
Basket,3,84.0,-2.79,0.0,81.21
Art & Sculpture,3,84.0,-2.79,0.0,81.21
Kitchen,3,84.0,-2.8,0.0,81.2
Kitchen,3,84.0,-2.8,0.0,81.2
Jewelry,3,84.0,-2.8,0.0,81.2
Kitchen,3,84.0,-2.8,0.0,81.2
Soapstone,3,84.0,-2.8,0.0,81.2
Kitchen,3,84.0,-2.8,0.0,81.2
Jewelry,3,84.0,-2.8,0.0,81.2
Accessories,3,90.0,-9.0,0.0,81.0
Home Decor,2,90.0,-9.01,0.0,80.99
Kitchen,7,84.0,-3.6,0.0,80.4
Soapstone,4,84.0,-3.61,0.0,80.39
Art & Sculpture,2,80.0,0.0,0.0,80.0
Jewelry,2,80.0,0.0,0.0,80.0
Basket,2,84.0,-4.2,0.0,79.8
Basket,2,126.0,-4.2,-42.0,79.8
Art & Sculpture,3,82.0,-2.2,0.0,79.8
Basket,2,88.0,-8.8,0.0,79.2
Home Decor,1,88.0,-8.8,0.0,79.2
Art & Sculpture,1,88.0,-8.8,0.0,79.2
Basket,1,88.0,-8.8,0.0,79.2
Basket,2,78.4,0.0,0.0,78.4
Fair Trade Gifts,1,78.0,0.0,0.0,78.0
Jewelry,2,78.0,0.0,0.0,78.0
Basket,1,78.0,0.0,0.0,78.0
Basket,2,86.0,-8.4,0.0,77.6
Basket,3,86.0,-8.43,0.0,77.57
Kitchen,3,80.0,-2.8,0.0,77.2
Kitchen,7,76.5,0.0,0.0,76.5
Kitchen,4,80.0,-4.0,0.0,76.0
Kitchen,1,76.0,0.0,0.0,76.0
Jewelry,2,76.0,0.0,0.0,76.0
Jewelry,2,76.0,0.0,0.0,76.0
Art & Sculpture,2,76.0,0.0,0.0,76.0
Art & Sculpture,2,76.0,0.0,0.0,76.0
Furniture,2,76.0,0.0,0.0,76.0
Jewelry,2,76.0,0.0,0.0,76.0
Kitchen,1,76.0,0.0,0.0,76.0
Jewelry,2,76.0,0.0,0.0,76.0
Kitchen,1,76.0,0.0,0.0,76.0
Jewelry,2,76.0,0.0,0.0,76.0
Basket,3,84.0,-8.41,0.0,75.59
,1,75.0,0.0,0.0,75.0
Christmas,1,75.0,0.0,0.0,75.0
,1,75.0,0.0,0.0,75.0
Art & Sculpture,1,75.0,0.0,0.0,75.0
Basket,3,114.0,-11.6,-28.0,74.4
Music,4,80.0,-6.0,0.0,74.0
Art & Sculpture,2,74.0,0.0,0.0,74.0
Art & Sculpture,5,76.0,-2.0,0.0,74.0
Basket,1,74.0,0.0,0.0,74.0
Soapstone,3,74.0,0.0,0.0,74.0
Music,5,74.0,0.0,0.0,74.0
Recycled Art,2,76.8,-3.48,0.0,73.32
Kitchen,7,76.5,-3.67,0.0,72.83
Basket,2,76.0,-3.8,0.0,72.2
Basket,2,76.0,-3.8,0.0,72.2
Home Decor,2,114.0,-7.6,-34.2,72.2
Home Decor,2,76.0,-3.8,0.0,72.2
Home Decor,2,76.0,-3.8,0.0,72.2
Jewelry,2,76.0,-3.8,0.0,72.2
Soapstone,2,76.0,-3.8,0.0,72.2
Skin Care,4,74.0,-1.85,0.0,72.15
Jewelry,1,72.0,0.0,0.0,72.0
Fair Trade Gifts,4,72.0,0.0,0.0,72.0
Christmas,4,72.0,0.0,0.0,72.0
Textiles,2,80.0,-8.0,0.0,72.0
Kitchen,3,72.0,0.0,0.0,72.0
Art & Sculpture,3,72.0,0.0,0.0,72.0
Kids,3,72.0,0.0,0.0,72.0
Basket,2,80.0,-8.0,0.0,72.0
Art & Sculpture,1,72.0,0.0,0.0,72.0
Home Decor,2,72.0,0.0,0.0,72.0
Kitchen,6,72.0,-1.2,0.0,70.8
Skin Care,4,74.0,-3.7,0.0,70.3
Textiles,2,134.0,-5.7,-58.0,70.3
Christmas,5,70.0,0.0,0.0,70.0
Kitchen,4,80.0,-10.0,0.0,70.0
Soapstone,3,70.0,0.0,0.0,70.0
Art & Sculpture,2,70.0,0.0,0.0,70.0
Kitchen,1,70.0,0.0,0.0,70.0
Basket,3,72.0,-2.4,0.0,69.6
Jewelry,3,72.0,-2.4,0.0,69.6
Fair Trade Gifts,3,72.0,-2.4,0.0,69.6
Christmas,3,72.0,-2.41,0.0,69.59
Art & Sculpture,2,72.0,-2.8,0.0,69.2
Art & Sculpture,2,73.1,-4.08,0.0,69.02
Textiles,2,76.0,-7.6,0.0,68.4
Textiles,2,76.0,-7.6,0.0,68.4
Home Decor,2,76.0,-7.6,0.0,68.4
Basket,2,72.0,-3.61,0.0,68.39
Jewelry,4,72.0,-3.61,0.0,68.39
Music,1,68.0,0.0,0.0,68.0
Basket,1,68.0,0.0,0.0,68.0
Recycled Art,2,68.0,0.0,0.0,68.0
Art & Sculpture,1,68.0,0.0,0.0,68.0
Art & Sculpture,1,68.0,0.0,0.0,68.0
Jewelry,1,68.0,0.0,0.0,68.0
Basket,1,68.0,0.0,0.0,68.0
Art & Sculpture,1,68.0,0.0,0.0,68.0
Basket,2,68.0,0.0,0.0,68.0
Home Decor,1,68.0,0.0,0.0,68.0
Basket,1,68.0,0.0,0.0,68.0
Basket,1,68.0,0.0,0.0,68.0
Kids,2,68.0,0.0,0.0,68.0
Basket,2,68.0,0.0,0.0,68.0
Jewelry,1,68.0,0.0,0.0,68.0
Home Decor,1,68.0,0.0,0.0,68.0
Basket,1,68.0,0.0,0.0,68.0
Basket,1,68.0,0.0,0.0,68.0
Basket,1,68.0,0.0,0.0,68.0
Home Decor,1,68.0,0.0,0.0,68.0
Jewelry,2,68.0,0.0,0.0,68.0
Basket,1,68.0,0.0,0.0,68.0
Basket,1,68.0,0.0,0.0,68.0
Jewelry,2,68.0,0.0,0.0,68.0
Basket,1,68.0,0.0,0.0,68.0
Accessories,1,68.0,0.0,0.0,68.0
Home Decor,2,75.4,-7.54,0.0,67.86
Kids,4,67.5,0.0,0.0,67.5
Basket,1,74.0,-7.4,0.0,66.6
Kitchen,4,72.0,-5.4,0.0,66.6
Basket,2,104.0,-3.61,-34.0,66.39
Christmas,3,66.0,0.0,0.0,66.0
Fair Trade Gifts,3,66.0,0.0,0.0,66.0
Art & Sculpture,3,66.0,0.0,0.0,66.0
Art & Sculpture,3,66.0,0.0,0.0,66.0
Kids,3,66.0,0.0,0.0,66.0
Jewelry,3,66.0,0.0,0.0,66.0
Art & Sculpture,3,66.0,0.0,0.0,66.0
Art & Sculpture,2,65.6,0.0,0.0,65.6
Art & Sculpture,1,82.0,-16.4,0.0,65.6
Home Decor,1,65.0,0.0,0.0,65.0
Kids,2,72.0,-7.19,0.0,64.81
Jewelry,1,72.0,-7.2,0.0,64.8
Kitchen,6,72.0,-7.2,0.0,64.8
Jewelry,2,76.0,-11.4,0.0,64.6
Kitchen,2,68.0,-3.4,0.0,64.6
Jewelry,2,68.0,-3.4,0.0,64.6
Jewelry,2,68.0,-3.4,0.0,64.6
Home Decor,2,76.0,-11.4,0.0,64.6
Kitchen,2,68.0,-3.4,0.0,64.6
Jewelry,2,68.0,-3.4,0.0,64.6
Art & Sculpture,2,64.0,0.0,0.0,64.0
Art & Sculpture,2,64.0,0.0,0.0,64.0
Jewelry,2,64.0,0.0,0.0,64.0
Home Decor,1,64.0,0.0,0.0,64.0
Christmas,3,66.0,-2.2,0.0,63.8
Art & Sculpture,3,66.0,-2.2,0.0,63.8
Soapstone,2,68.0,-5.1,0.0,62.9
Basket,2,98.0,-3.4,-32.0,62.6
Christmas,3,65.0,-2.5,0.0,62.5
Jewelry,1,62.0,0.0,0.0,62.0
Home Decor,1,62.0,0.0,0.0,62.0
Jewelry,2,62.0,0.0,0.0,62.0
Basket,1,62.0,0.0,0.0,62.0
Christmas,3,66.0,-4.4,0.0,61.6
Kitchen,1,68.0,-6.8,0.0,61.2
Basket,1,68.0,-6.8,0.0,61.2
Kids,2,68.0,-6.8,0.0,61.2
Home Decor,1,68.0,-6.8,0.0,61.2
Home Decor,1,68.0,-6.8,0.0,61.2
Jewelry,2,68.0,-6.8,0.0,61.2
Art & Sculpture,1,68.0,-6.8,0.0,61.2
Soapstone,2,64.0,-3.2,0.0,60.8
Jewelry,2,64.0,-3.2,0.0,60.8
Home Decor,2,76.0,-15.2,0.0,60.8
Home Decor,2,76.0,-15.2,0.0,60.8
Jewelry,2,64.0,-3.21,0.0,60.79
Kitchen,6,66.0,-5.24,0.0,60.76
Art & Sculpture,3,66.0,-5.5,0.0,60.5
Home Decor,1,60.0,0.0,0.0,60.0
Home Decor,1,120.0,-6.0,-54.0,60.0
Soapstone,3,60.0,0.0,0.0,60.0
Fair Trade Gifts,2,60.0,0.0,0.0,60.0
Basket,1,66.0,-6.6,0.0,59.4
Art & Sculpture,3,66.0,-6.6,0.0,59.4
Home Decor,1,74.0,-14.79,0.0,59.21
Basket,2,62.0,-2.8,0.0,59.2
Home Decor,1,74.0,-14.8,0.0,59.2
Home Decor,1,74.0,-14.8,0.0,59.2
Soapstone,4,64.0,-4.8,0.0,59.2
Kitchen,3,58.5,0.0,0.0,58.5
Home Decor,1,58.5,0.0,0.0,58.5
Jewelry,1,58.0,0.0,0.0,58.0
Accessories,1,58.0,0.0,0.0,58.0
Basket,1,58.0,0.0,0.0,58.0
Accessories,1,58.0,0.0,0.0,58.0
Jewelry,1,58.0,0.0,0.0,58.0
Basket,1,58.0,0.0,0.0,58.0
Basket,1,58.0,0.0,0.0,58.0
Jewelry,1,58.0,0.0,0.0,58.0
Jewelry,1,58.0,0.0,0.0,58.0
Basket,1,58.0,0.0,0.0,58.0
Basket,1,290.0,0.0,-232.0,58.0
Accessories,1,58.0,0.0,0.0,58.0
Home Decor,1,58.0,0.0,0.0,58.0
Basket,1,58.0,0.0,0.0,58.0
Accessories,1,58.0,0.0,0.0,58.0
Kitchen,5,64.0,-6.0,0.0,58.0
Basket,1,58.0,0.0,0.0,58.0
Basket,1,58.0,0.0,0.0,58.0
Basket,1,58.0,0.0,0.0,58.0
Kitchen,1,58.0,0.0,0.0,58.0
Basket,1,58.0,0.0,0.0,58.0
Basket,1,72.0,-14.4,0.0,57.6
Soapstone,2,60.0,-3.8,0.0,56.2
Soapstone,3,64.0,-7.8,0.0,56.2
Kitchen,2,56.0,0.0,0.0,56.0
Basket,2,56.0,0.0,0.0,56.0
Accessories,2,56.0,0.0,0.0,56.0
Kitchen,2,84.0,0.0,-28.0,56.0
Art & Sculpture,2,56.0,0.0,0.0,56.0
Recycled Art,2,56.0,0.0,0.0,56.0
Kids,3,56.0,0.0,0.0,56.0
Kitchen,2,56.0,0.0,0.0,56.0
Art & Sculpture,2,56.0,0.0,0.0,56.0
Jewelry,2,56.0,0.0,0.0,56.0
Jewelry,2,56.0,0.0,0.0,56.0
Basket,2,56.0,0.0,0.0,56.0
Basket,2,56.0,0.0,0.0,56.0
Soapstone,2,56.0,0.0,0.0,56.0
Jewelry,2,56.0,0.0,0.0,56.0
Christmas,4,56.0,0.0,0.0,56.0
Jewelry,2,56.0,0.0,0.0,56.0
Christmas,2,56.0,0.0,0.0,56.0
Jewelry,2,56.0,0.0,0.0,56.0
Kitchen,1,56.0,0.0,0.0,56.0
Kitchen,2,56.0,0.0,0.0,56.0
Art & Sculpture,4,56.0,0.0,0.0,56.0
Kids,2,56.0,0.0,0.0,56.0
Kitchen,4,56.0,0.0,0.0,56.0
Kitchen,2,56.0,0.0,0.0,56.0
Jewelry,2,56.0,0.0,0.0,56.0
Art & Sculpture,2,56.0,0.0,0.0,56.0
Jewelry,2,56.0,0.0,0.0,56.0
Jewelry,2,56.0,0.0,0.0,56.0
Kitchen,2,56.0,0.0,0.0,56.0
Skin Care,3,55.5,0.0,0.0,55.5
Art & Sculpture,3,57.0,-1.9,0.0,55.1
Jewelry,4,60.0,-5.0,0.0,55.0
Basket,3,60.0,-5.0,0.0,55.0
Art & Sculpture,1,68.0,-13.6,0.0,54.4
Basket,1,68.0,-13.6,0.0,54.4
Basket,1,68.0,-13.6,0.0,54.4
Art & Sculpture,1,54.0,0.0,0.0,54.0
Kitchen,3,54.0,0.0,0.0,54.0
Jewelry,3,54.0,0.0,0.0,54.0
Soapstone,3,54.0,0.0,0.0,54.0
Kids,3,54.0,0.0,0.0,54.0
Jewelry,1,54.0,0.0,0.0,54.0
Kitchen,3,54.0,0.0,0.0,54.0
Christmas,3,54.0,0.0,0.0,54.0
Art & Sculpture,3,54.0,0.0,0.0,54.0
Kids,2,56.0,-2.8,0.0,53.2
Kitchen,2,56.0,-2.8,0.0,53.2
Soapstone,2,56.0,-2.8,0.0,53.2
Home Decor,2,56.0,-2.8,0.0,53.2
Art & Sculpture,1,58.0,-5.0,0.0,53.0
Home Decor,2,78.75,0.0,-26.25,52.5
Basket,1,58.0,-5.8,0.0,52.2
Basket,1,58.0,-5.8,0.0,52.2
Jewelry,3,54.0,-1.8,0.0,52.2
Jewelry,3,54.0,-1.8,0.0,52.2
Art & Sculpture,3,54.0,-1.8,0.0,52.2
Art & Sculpture,1,58.0,-5.81,0.0,52.19
Jewelry,3,54.0,-1.81,0.0,52.19
Basket,2,58.0,-6.0,0.0,52.0
Art & Sculpture,1,52.0,0.0,0.0,52.0
Furniture,1,64.0,-12.8,0.0,51.2
Home Decor,2,56.0,-5.6,0.0,50.4
Art & Sculpture,1,56.0,-5.6,0.0,50.4
Art & Sculpture,3,54.0,-3.6,0.0,50.4
Jewelry,2,56.0,-5.6,0.0,50.4
Home Decor,1,50.0,0.0,0.0,50.0
Art & Sculpture,2,50.0,0.0,0.0,50.0
Soapstone,5,50.0,0.0,0.0,50.0
Kids,3,49.5,0.0,0.0,49.5
Kids,3,49.5,0.0,0.0,49.5
Kitchen,5,52.5,-3.15,0.0,49.35
Art & Sculpture,3,49.3,0.0,0.0,49.3
Recycled Art,2,49.0,0.0,0.0,49.0
Basket,1,54.0,-5.4,0.0,48.6
Basket,1,48.0,0.0,0.0,48.0
Fair Trade Gifts,1,48.0,0.0,0.0,48.0
Art & Sculpture,1,48.0,0.0,0.0,48.0
Music,1,48.0,0.0,0.0,48.0
Accessories,1,48.0,0.0,0.0,48.0
Basket,1,48.0,0.0,0.0,48.0
Art & Sculpture,1,48.0,0.0,0.0,48.0
Basket,1,48.0,0.0,0.0,48.0
Jewelry,1,48.0,0.0,0.0,48.0
Jewelry,2,48.0,0.0,0.0,48.0
Basket,1,48.0,0.0,0.0,48.0
Jewelry,1,48.0,0.0,0.0,48.0
Basket,1,48.0,0.0,0.0,48.0
Basket,1,48.0,0.0,0.0,48.0
Home Decor,2,48.0,0.0,0.0,48.0
Recycled Art,1,48.0,0.0,0.0,48.0
Jewelry,1,48.0,0.0,0.0,48.0
Basket,1,48.0,0.0,0.0,48.0
,1,48.0,0.0,0.0,48.0
Kitchen,2,48.0,0.0,0.0,48.0
Basket,1,48.0,0.0,0.0,48.0
Fair Trade Gifts,4,48.0,0.0,0.0,48.0
Music,2,48.0,0.0,0.0,48.0
Jewelry,1,48.0,0.0,0.0,48.0
Accessories,1,48.0,0.0,0.0,48.0
Accessories,1,48.0,0.0,0.0,48.0
Jewelry,2,48.0,0.0,0.0,48.0
Basket,3,48.0,0.0,0.0,48.0
Jewelry,1,48.0,0.0,0.0,48.0
Basket,1,48.0,0.0,0.0,48.0
Basket,1,48.0,0.0,0.0,48.0
Art & Sculpture,1,48.0,0.0,0.0,48.0
Art & Sculpture,1,48.0,0.0,0.0,48.0
Basket,1,48.0,0.0,0.0,48.0
Basket,1,48.0,0.0,0.0,48.0
Music,2,48.0,0.0,0.0,48.0
Jewelry,1,48.0,0.0,0.0,48.0
Art & Sculpture,1,48.0,0.0,0.0,48.0
Art & Sculpture,2,48.0,0.0,0.0,48.0
Jewelry,1,48.0,0.0,0.0,48.0
Basket,1,48.0,0.0,0.0,48.0
Kitchen,1,48.0,0.0,0.0,48.0
Jewelry,2,48.0,0.0,0.0,48.0
Basket,1,48.0,0.0,0.0,48.0
Basket,1,48.0,0.0,0.0,48.0
Christmas,2,48.0,0.0,0.0,48.0
Basket,1,48.0,-1.19,0.0,46.81
Fair Trade Gifts,2,52.0,-5.2,0.0,46.8
Basket,1,58.0,-11.6,0.0,46.4
Basket,1,58.0,-11.6,0.0,46.4
Accessories,1,58.0,-11.6,0.0,46.4
Furniture,1,46.0,0.0,0.0,46.0
Soapstone,2,46.0,0.0,0.0,46.0
Basket,1,46.0,0.0,0.0,46.0
Textiles,2,48.0,-2.4,0.0,45.6
Kitchen,2,50.0,-4.57,0.0,45.43
Art & Sculpture,3,45.0,0.0,0.0,45.0
Art & Sculpture,1,45.0,0.0,0.0,45.0
Art & Sculpture,1,45.0,0.0,0.0,45.0
Home Decor,1,45.0,0.0,0.0,45.0
Art & Sculpture,1,45.0,0.0,0.0,45.0
Jewelry,2,56.0,-11.2,0.0,44.8
Jewelry,2,56.0,-11.2,0.0,44.8
Music,3,46.0,-1.4,0.0,44.6
Basket,1,44.0,0.0,0.0,44.0
Accessories,1,44.0,0.0,0.0,44.0
Art & Sculpture,1,44.0,0.0,0.0,44.0
Art & Sculpture,1,44.0,0.0,0.0,44.0
Basket,1,44.0,0.0,0.0,44.0
Accessories,1,44.0,0.0,0.0,44.0
Basket,1,44.0,0.0,0.0,44.0
Kids,2,44.0,0.0,0.0,44.0
Kitchen,1,88.0,0.0,-44.0,44.0
Music,2,44.0,0.0,0.0,44.0
Christmas,1,44.0,0.0,0.0,44.0
Soapstone,2,44.0,0.0,0.0,44.0
Recycled Art,1,44.0,0.0,0.0,44.0
Basket,1,44.0,0.0,0.0,44.0
Art & Sculpture,2,44.0,0.0,0.0,44.0
Basket,1,44.0,0.0,0.0,44.0
Kitchen,2,44.0,0.0,0.0,44.0
Jewelry,2,44.0,0.0,0.0,44.0
Art & Sculpture,1,44.0,0.0,0.0,44.0
Art & Sculpture,2,44.0,0.0,0.0,44.0
Accessories,2,44.0,0.0,0.0,44.0
Kitchen,2,44.0,0.0,0.0,44.0
Kids,3,45.0,-1.36,0.0,43.64
Basket,1,48.0,-4.8,0.0,43.2
Art & Sculpture,2,48.0,-4.8,0.0,43.2
Kitchen,1,48.0,-4.8,0.0,43.2
Art & Sculpture,3,43.2,0.0,0.0,43.2
Fair Trade Gifts,1,48.0,-4.8,0.0,43.2
Basket,1,48.0,-4.8,0.0,43.2
Kitchen,1,96.0,-4.8,-48.0,43.2
Basket,1,48.0,-4.8,0.0,43.2
Jewelry,1,48.0,-4.8,0.0,43.2
Kitchen,4,48.0,-4.8,0.0,43.2
Basket,1,44.0,-1.08,0.0,42.92
Art & Sculpture,1,45.0,-2.5,0.0,42.5
Home Decor,1,42.0,0.0,0.0,42.0
Jewelry,1,42.0,0.0,0.0,42.0
,1,42.0,0.0,0.0,42.0
Basket,1,42.0,0.0,0.0,42.0
Kitchen,2,42.0,0.0,0.0,42.0
Basket,1,42.0,0.0,0.0,42.0
Art & Sculpture,1,42.0,0.0,0.0,42.0
Art & Sculpture,2,42.0,0.0,0.0,42.0
Art & Sculpture,1,42.0,0.0,0.0,42.0
Christmas,3,42.0,0.0,0.0,42.0
Jewelry,1,42.0,0.0,0.0,42.0
Accessories,1,42.0,0.0,0.0,42.0
Basket,1,42.0,0.0,0.0,42.0
Art & Sculpture,1,42.0,0.0,0.0,42.0
Jewelry,3,70.0,0.0,-28.0,42.0
Art & Sculpture,1,42.0,0.0,0.0,42.0
Art & Sculpture,2,44.0,-2.2,0.0,41.8
Art & Sculpture,2,44.0,-2.2,0.0,41.8
Home Decor,1,41.6,0.0,0.0,41.6
Basket,1,46.0,-4.6,0.0,41.4
Basket,1,92.0,-4.6,-46.0,41.4
Basket,1,46.0,-4.6,0.0,41.4
Basket,1,46.0,-4.6,0.0,41.4
Basket,1,46.0,-4.6,0.0,41.4
Art & Sculpture,1,45.0,-4.49,0.0,40.51
Art & Sculpture,1,45.0,-4.5,0.0,40.5
Art & Sculpture,1,45.0,-4.5,0.0,40.5
Home Decor,1,45.0,-4.51,0.0,40.49
Home Decor,2,40.0,0.0,0.0,40.0
Art & Sculpture,2,40.0,0.0,0.0,40.0
Kids,2,40.0,0.0,0.0,40.0
Art & Sculpture,2,44.0,-4.4,0.0,39.6
Jewelry,1,44.0,-4.4,0.0,39.6
Art & Sculpture,1,44.0,-4.4,0.0,39.6
Fair Trade Gifts,1,44.0,-4.4,0.0,39.6
Basket,1,44.0,-4.41,0.0,39.59
Kitchen,1,39.0,0.0,0.0,39.0
Kitchen,1,39.0,0.0,0.0,39.0
Home Decor,2,40.0,-1.9,0.0,38.1
Art & Sculpture,1,38.0,0.0,0.0,38.0
Recycled Art,1,38.0,0.0,0.0,38.0
Basket,1,38.0,0.0,0.0,38.0
Art & Sculpture,1,38.0,0.0,0.0,38.0
Home Decor,1,114.0,-7.6,-68.4,38.0
Art & Sculpture,1,38.0,0.0,0.0,38.0
Jewelry,1,38.0,0.0,0.0,38.0
Basket,1,38.0,0.0,0.0,38.0
Art & Sculpture,1,38.0,0.0,0.0,38.0
Jewelry,1,38.0,0.0,0.0,38.0
Art & Sculpture,1,38.0,0.0,0.0,38.0
Home Decor,1,38.0,0.0,0.0,38.0
Basket,1,38.0,0.0,0.0,38.0
Music,1,38.0,0.0,0.0,38.0
